gml_id|creationDa|namespace|lokaalID|relatieveH|LV-publica|inOnderzoe|tijdstipRe|bgt-status|bronhouder|kmlgeometry
A26147564D865222EE0532B0B5B0AACAA|2014-10-24|NL.IMGeo|G0995.e2e8af136c8c48b7a676dca469f1a6ff|0|2015-10-01T15:31:08.000|0|2014-10-24T11:38:39.000|bestaand|G0995|POLYGON ((160175.576 500644.084,160175.376 500643.697,160175.037 500644.076,160169.296 500651.516,160149.504 500669.599,160149.775 500669.858,160169.531 500651.73,160175.31 500644.341,160175.576 500644.084))
A26147564D869222EE0532B0B5B0AACAA|2014-11-26|NL.IMGeo|G0995.13d88dd71a154023b97c579778addab8|0|2015-10-08T15:20:44.000|0|2014-11-26T14:42:14.000|bestaand|G0995|POLYGON ((157132.704 501590.216,157132.93 501589.775,157134.71 501588.123,157134.415 501587.783,157132.335 501589.765,157132.51 501590.005,157132.704 501590.216))
A26147564D86A222EE0532B0B5B0AACAA|2014-11-26|NL.IMGeo|G0995.e0f61eef93ce45129c4d44dd426739c4|0|2015-10-08T15:20:44.000|0|2014-11-26T14:43:31.000|bestaand|G0995|POLYGON ((157158.047 501577.685,157152.701 501579.808,157148.483 501575.284,157151.047 501570.076,157150.726 501569.896,157148.188 501574.944,157147.798 501575.224,157148.137 501575.576,157152.355 501580.154,157152.727 501580.569,157153.022 501580.188,157158.203 501578.0,157158.047 501577.685))
A26147564D86B222EE0532B0B5B0AACAA|2014-11-26|NL.IMGeo|G0995.ef1b4c0fdc26498ba02e48dd750570b6|0|2015-10-08T15:20:44.000|0|2014-11-26T14:42:25.000|bestaand|G0995|POLYGON ((157138.294 501592.124,157136.514 501593.676,157136.264 501594.096,157136.504 501594.301,157138.574 501592.444,157138.294 501592.124))
A26147564D872222EE0532B0B5B0AACAA|2015-02-08|NL.IMGeo|P0025.869bf40c3be448e88bdf7e9e3ac3d291|-1|2015-09-22T16:59:29.000|0|2015-02-17T10:27:50.000|bestaand|P0025|POLYGON ((220525.875 446193.681,220524.926 446192.935,220518.584 446198.185,220528.272 446205.821,220534.693 446200.607,220525.875 446193.681))
A26147564D873222EE0532B0B5B0AACAA|2015-03-09|NL.IMGeo|P0025.901e5369c0ae48ec842665d91771aaa6|-1|2015-09-22T16:59:29.000|0|2015-03-09T13:18:54.000|bestaand|P0025|POLYGON ((228748.545 456164.134,228764.361 456161.266,228764.3 456160.921,228763.938 456158.894,228763.212 456154.825,228763.151 456154.48,228747.291 456157.323,228747.355 456157.667,228748.11 456161.769,228748.482 456163.79,228748.545 456164.134))
A26147564D874222EE0532B0B5B0AACAA|2015-02-02|NL.IMGeo|P0025.a4be99e738fb4ca6b0b45d9541c37378|-1|2015-09-22T16:59:29.000|0|2015-02-02T14:41:13.000|bestaand|P0025|POLYGON ((229619.775 440405.712,229620.077 440406.003,229626.31 440390.299,229625.992 440389.995,229625.582 440389.603,229625.123 440389.163,229622.115 440386.284,229618.906 440383.212,229618.55 440382.871,229618.245 440382.579,229612.021 440398.221,229612.347 440398.536,229612.621 440398.8,229615.832 440401.902,229618.832 440404.8,229619.242 440405.196,229619.775 440405.712))
A26147564D877222EE0532B0B5B0AACAA|2014-09-29|NL.IMGeo|P0025.dbe2c0192b0c45f0a08aeac6253677b3|-1|2015-09-22T16:59:29.000|0|2014-10-21T12:09:10.000|bestaand|P0025|POLYGON ((232088.048 458206.659,232093.961 458187.923,232089.598 458186.544,232083.708 458205.261,232088.048 458206.659))
A26147564D878222EE0532B0B5B0AACAA|2015-02-07|NL.IMGeo|P0025.e7c7eb7a2b034cbd9d9c2655062f3ca7|-1|2015-09-22T16:59:29.000|0|2015-06-03T09:18:04.000|bestaand|P0025|POLYGON ((246929.23 442172.084,246929.532 442172.146,246929.757 442172.191,246933.122 442172.829,246933.301 442172.863,246933.634 442172.926,246933.697 442172.839,246933.953 442172.476,246944.426 442157.687,246944.616 442157.42,246944.718 442157.276,246944.429 442157.223,246944.229 442157.186,246940.847 442156.57,246940.632 442156.528,246940.342 442156.472,246940.285 442156.551,246940.053 442156.88,246929.555 442171.628,246929.23 442172.084))
A26147564D879222EE0532B0B5B0AACAA|2014-10-03|NL.IMGeo|P0025.ed1d3dde03664d5086366c61ec32277f|-1|2015-09-22T16:59:29.000|0|2014-10-15T10:12:29.000|bestaand|P0025|POLYGON ((233092.079 460687.831,233084.129 460673.877,233074.334 460676.563,233080.978 460690.863,233092.079 460687.831))
